id,villeLowerCase,zipCode,long,lat
19170,linthes,51230,3.85,48.7333
19171,champfleury,51500,4.01667,49.1987
19172,conflans sur seine,51260,3.68333,48.55
19173,sermaize les bains,51250,4.91667,48.7833
19174,baslieux sous chatillon,51700,3.8,49.1167
19175,les petites loges,51400,4.225,49.1333
19176,trigny,51140,3.9,49.3
19177,reims la brulee,51300,4.66667,48.7167
19178,thillois,51370,3.95,49.25
19179,fontaine denis nuisy,51120,3.68333,48.6333
19180,minaucourt le mesnil les hurlus,51800,4.71528,49.1706
19181,cormontreuil,51350,4.05,49.2167
19182,dampierre au temple,51400,4.38333,49.05
19183,livry louvercy,51400,4.30778,49.1142
19184,mourmelon le petit,51400,4.31667,49.1333
19185,chatrices,51800,4.93333,49.0333
19186,ville en selve,51500,4.08333,49.1167
19187,selles,51490,4.28333,49.3
19188,auve,51800,4.7,49.0333
19189,nesle le repons,51700,3.71667,49.05
19190,herpont,51460,4.73333,49
19191,aougny,51170,3.73333,49.1833
19192,saint vrain,51340,4.8,48.7
19193,vaudesincourt,51600,4.4,49.2167
19194,saint gibrien,51510,4.3,48.9667
19195,champvoisy,51700,3.63333,49.1333
19196,recy,51520,4.31667,48.9833
19197,broussy le petit,51230,3.83333,48.8
19198,fere champenoise,51230,3.98333,48.75
19199,tauxieres mutry,51150,4.1,49.0833
19200,dizy,51200,3.96667,49.0667
19201,chigny les roses,51500,4.05,49.15
19202,la villeneuve les charleville,51120,3.69473,48.8084
19203,dommartin lettree,51320,4.3,48.7667
19204,rieux,51210,3.5,48.85
19205,prosnes,51400,4.28333,49.1833
19206,champillon,51160,3.98333,49.0833
19207,morangis,51200,3.91667,48.9667
19208,maurupt le montois,51340,4.85,48.75
19209,courmas,51390,3.9,49.1833
19210,broussy le grand,51230,3.88333,48.7833
19211,bouchy saint genest,51310,3.50834,48.6495
19212,les essarts les sezanne,51120,3.65,48.75
19213,mutigny,51160,4.01667,49.0667
19214,saint remy en bouzemont saint genest et isson,51290,4.64584,48.6298
19215,luxemont et villotte,51300,4.63333,48.7
19216,prouilly,51140,3.85,49.3
19217,saint souplet sur py,51600,4.46667,49.2333
19218,bassuet,51300,4.66667,48.8
19219,sainte menehould,51800,4.9,49.0833
19220,cheminon,51250,4.9,48.7333
19221,noirlieu,51330,4.81667,48.95
19222,cuis,51200,3.96667,49
19223,courjeonnet,51270,3.83333,48.8333
19224,avenay val d or,51160,4.05,49.0667
19225,champaubert,51270,3.78333,48.8833
19226,saint mard sur auve,51800,4.73333,49.0333
19227,saint hilaire au temple,51400,4.38333,49.05
19228,verneuil,51700,3.66667,49.1
19229,warmeriville,51110,4.21667,49.35
19230,givry en argonne,51330,4.88333,48.95
19231,corrobert,51210,3.6,48.9167
19232,moncetz longevas,51470,4.43333,48.9167
19233,sezanne,51120,3.71667,48.7167
19234,isles sur suippe,51110,4.2,49.35
19235,athis,51150,4.13333,49.0167
19236,sommesous,51320,4.2,48.7333
19237,bussy lettree,51320,4.26667,48.8
19238,saint martin l heureux,51490,4.4,49.25
19239,cernon,51240,4.35,48.8333
19240,aigny,51150,4.21667,49.0333
19241,villeneuve renneville chevigny,51130,4.06167,48.9189
19242,leuvrigny,51700,3.76667,49.0667
19243,val de viere,51340,4.73334,48.8128
19244,pierry,51200,3.93333,49.0167
19245,valmy,51800,4.76667,49.0833
19246,villers aux bois,51130,3.93333,48.9333
19247,brimont,51220,4.01667,49.3333
19248,corribert,51270,3.76667,48.95
19249,brugny vaudancourt,51200,3.88333,49
19250,plivot,51150,4.06667,49.0167
19251,moiremont,51800,4.88333,49.1333
19252,vanault le chatel,51330,4.73333,48.8667
19253,chapelaine,51290,4.5,48.5833
19254,germinon,51130,4.16667,48.8833
19255,oeuilly,51480,3.8,49.0667
19256,anglure,51260,3.81667,48.5833
19257,vouarces,51260,3.9,48.5833
19258,belval sous chatillon,51480,3.85,49.1167
19259,boursault,51480,3.85,49.05
19260,poilly,51170,3.81667,49.2167
19261,soudron,51320,4.2,48.85
19262,moivre,51240,4.66667,48.9167
19263,villers marmery,51380,4.2,49.1333
19264,saint jean sur tourbe,51600,4.68333,49.1333
19265,saint quentin sur coole,51240,4.33333,48.85
19266,bassu,51300,4.7,48.8333
19267,cramant,51200,3.98333,48.9833
19268,binson et orquigny,51700,3.78333,49.0833
19269,fromentieres,51210,3.71667,48.9
19270,soulieres,51130,3.93333,48.9
19271,cheniers,51510,4.25,48.8833
19272,possesse,51330,4.8,48.8833
19273,frignicourt,51300,4.6,48.7
19274,bezannes,51430,3.98333,49.2167
19275,saint cheron,51290,4.56667,48.6333
19276,janvilliers,51210,3.65,48.9
19277,ecollemont,51290,4.73333,48.6167
19278,arzillieres neuville,51290,4.58861,48.6448
19279,vernancourt,51330,4.83333,48.8667
19280,mecringes,51210,3.5,48.8667
19281,bethon,51260,3.61667,48.6167
19282,faux fresnay,51230,3.95,48.65
19283,vienne le chateau,51800,4.88333,49.1833
19284,passy grigny,51700,3.68333,49.1167
19285,tours sur marne,51150,4.11667,49.05
19286,songy,51240,4.5,48.8
19287,les essarts le vicomte,51310,3.55,48.6667
19288,vitry la ville,51240,4.46667,48.8333
19289,dormans,51700,3.63333,49.0667
19290,villeneuve saint vistre et villevotte,51120,3.75973,48.6339
19291,tinqueux,51430,3.98333,49.25
19292,coizard joches,51270,3.86667,48.8167
19293,jalons,51150,4.18333,49
19294,gaye,51120,3.8,48.6833
19295,vauciennes,51480,3.88333,49.05
19296,changy,51300,4.66667,48.7667
19297,sivry ante,51800,4.86889,49
19298,brusson,51300,4.7,48.75
19299,champigneul champagne,51150,4.16667,48.9667
19300,gourgancon,51230,4.01667,48.7
19301,bignicourt sur marne,51300,4.61667,48.6833
19302,villevenard,51270,3.8,48.8333
19303,venteuil,51480,3.83333,49.0833
19304,villiers aux corneilles,51260,3.68333,48.5833
19305,romain,51140,3.76667,49.3333
19306,tramery,51170,3.8,49.2167
19307,saron sur aube,51260,3.73333,48.5667
19308,cheppes la prairie,51240,4.46667,48.8333
19309,courville,51170,3.7,49.2667
19310,favresse,51300,4.73333,48.7167
19311,clesles,51260,3.83333,48.5333
19312,linthelles,51230,3.81667,48.7167
19313,la veuve,51520,4.31667,49.0333
19314,saint utin,51290,4.5,48.55
19315,aubilly,51170,3.86667,49.2167
19316,escardes,51310,3.51667,48.7
19317,auberive,51600,4.41639,49.2042
19318,chaltrait,51130,3.9,48.9333
19319,pocancy,51130,4.15,48.95
19320,connantre,51230,3.91667,48.7167
19321,villers en argonne,51800,4.93333,49.0167
19322,compertrix,51510,4.35,48.9333
19323,vadenay,51400,4.4,49.0667
19324,malmy,51800,4.80833,49.175
19325,gizaucourt,51800,4.78333,49.05
19326,saint hilaire le grand,51600,4.46667,49.1667
19327,festigny,51700,3.75,49.05
19328,betheniville,51490,4.36667,49.3
19329,le chemin,51800,4.96667,49
19330,cloyes sur marne,51300,4.63333,48.6667
19331,servon melzicourt,51800,4.85,49.2167
19332,bussy le repos,51330,4.76667,48.9
19333,saint jean sur moivre,51240,4.58333,48.9
19334,thieblemont faremont,51300,4.73333,48.6833
19335,marson,51240,4.53333,48.9167
19336,witry les reims,51420,4.11667,49.3
19337,crugny,51170,3.73333,49.25
19338,courtagnon,51480,3.94611,49.1448
19339,plichancourt,51300,4.66667,48.75
19340,courdemanges,51300,4.55,48.7
19341,sainte marie a py,51600,4.5,49.2333
19342,argers,51800,4.85,49.0667
19343,mailly champagne,51500,4.11667,49.15
19344,bourgogne,51110,4.06667,49.35
19345,couvrot,51300,4.56667,48.75
19346,corbeil,51320,4.43333,48.5833
19347,pargny sur saulx,51340,4.83333,48.7667
19348,moncetz l abbaye,51290,4.65,48.65
19349,germaine,51160,4.03333,49.1167
19350,aulnay sur marne,51150,4.2,49
19351,pogny,51240,4.48333,48.8667
19352,le fresne,51240,4.63333,48.9167
19353,courthiezy,51700,3.6,49.05
19354,rouffy,51130,4.1,48.9333
19355,mairy sur marne,51240,4.41667,48.8667
19356,hauteville,51290,4.77028,48.6375
19357,villers le sec,51250,4.85,48.8167
19358,le breuil,51210,3.64667,48.9756
19359,huiron,51300,4.53333,48.7
19360,haussimont,51320,4.16667,48.75
19361,oyes,51120,3.78333,48.8167
19362,wargemoulin hurlus,51800,4.7,49.15
19363,grauves,51190,3.96667,48.9667
19364,vavray le grand,51300,4.71667,48.8
19365,igny comblizy,51700,3.71306,49.0187
19366,coupetz,51240,4.36667,48.8167
19367,baye,51270,3.76667,48.85
19368,reuil,51480,3.79973,49.0823
19369,vertus,51130,4,48.9
19370,saint just sauvage,51260,3.78333,48.55
19371,outrepont,51300,4.68333,48.7667
19372,etoges,51270,3.85,48.8833
19373,fleury la riviere,51480,3.88333,49.0833
19374,larzicourt,51290,4.71667,48.6333
19375,vesigneul sur marne,51240,4.45,48.8667
19376,virginy,51800,4.76667,49.1667
19377,omey,51240,4.5,48.95
19378,givry les loisy,51130,3.90833,48.8917
19379,togny aux boeufs,51240,4.45,48.85
19380,etrepy,51340,4.81667,48.7667
19381,eclaires,51800,5,49
19382,charleville,51120,3.66667,48.8167
19383,saint germain la ville,51240,4.45,48.8833
19384,mardeuil,51200,3.93333,49.05
19385,dompremy,51300,4.73333,48.7333
19386,fresne les reims,51110,4.1,49.3333
19387,neuvy,51310,3.51667,48.75
19388,marfaux,51170,3.88333,49.1667
19389,troissy,51700,3.71667,49.0833
19390,le buisson,51300,4.75056,48.7614
19391,berzieux,51800,4.8,49.1667
19392,la neuville aux bois,51330,4.9,48.9667
19393,chalons sur vesle,51140,3.91667,49.2833
19394,blacy,51300,4.55,48.7333
19395,juvigny,51150,4.26667,49.0167
19396,heutregiville,51110,4.26195,49.3253
19397,angluzelles et courcelles,51230,3.88333,48.6667
19398,oger,51190,4.01667,48.95
19399,coole,51320,4.4,48.7333
19400,magenta,51200,3.96667,49.05
19401,bussy le chateau,51600,4.55,49.0667
19402,champigny,51370,3.96667,49.2667
19403,la neuville aux larris,51480,3.83333,49.15
19404,saint mard sur le mont,51330,4.85,48.9167
19405,soude,51320,4.31139,48.7395
19406,cernay les reims,51420,4.1,49.2667
19407,rilly la montagne,51500,4.05,49.1667
19408,joiselle,51310,3.51667,48.7667
19409,ville dommange,51390,3.93333,49.2
19410,oiry,51200,4.05,49.0167
19411,soizy aux bois,51120,3.73333,48.8167
19412,heiltz le maurupt,51340,4.81667,48.8
19413,ambrieres,51290,4.83333,48.6333
19414,ventelay,51140,3.8,49.3333
19415,villeseneux,51130,4.15,48.8333
19416,boult sur suippe,51110,4.15,49.3667
19417,brandonvillers,51290,4.55,48.6
19418,dontrien,51490,4.41667,49.2333
19419,saint thierry,51220,3.96667,49.3
19420,pomacle,51110,4.15,49.3333
19421,bouvancourt,51140,3.83333,49.3333
19422,chatillon sur marne,51700,3.75,49.1
19423,cauroy les hermonville,51220,3.91667,49.35
19424,chichey,51120,3.76667,48.6833
19425,chamery,51500,3.96667,49.1667
19426,bagneux,51260,3.83333,48.5667
19427,bergeres les vertus,51130,4,48.8833
19428,courgivaux,51310,3.48333,48.7
19429,bermericourt,51220,3.98333,49.35
19430,jonchery sur vesle,51140,3.81667,49.2833
19431,janvry,51390,3.88333,49.25
19432,vrigny,51390,3.91667,49.2333
19433,taissy,51500,4.1,49.2167
19434,unchair,51170,3.75,49.2833
19435,ville sur tourbe,51800,4.78333,49.1833
19436,voilemont,51800,4.8,49.05
19437,baslieux les fismes,51170,3.71667,49.3167
19438,isle sur marne,51290,4.68333,48.65
19439,souain perthes les hurlus,51600,4.53333,49.1833
19440,courcelles sapicourt,51140,3.83333,49.2667
19441,nanteuil la foret,51480,3.92278,49.1303
19442,glannes,51300,4.53333,48.7167
19443,ponthion,51300,4.71667,48.7667
19444,heiltz le hutier,51300,4.76667,48.6833
19445,orconte,51300,4.73333,48.6667
19446,caurel,51110,4.15,49.3
19447,reuves,51120,3.8,48.8
19448,fismes,51170,3.68333,49.3
19449,lisse en champagne,51300,4.64223,48.8131
19450,saint memmie,51470,4.38333,48.95
19451,loisy en brie,51130,3.9,48.8833
19452,allemanche launay et soyer,51260,3.78806,48.6045
19453,jonquery,51700,3.78333,49.15
19454,marigny,51230,3.86667,48.6667
19455,louvois,51150,4.11667,49.1
19456,beine nauroy,51490,4.21667,49.25
19457,nogent l abbesse,51420,4.15,49.25
19458,germigny,51390,3.86667,49.25
19459,sapignicourt,52100,4.81667,48.65
19460,laval sur tourbe,51600,4.68333,49.1333
19461,ay,51160,4,49.05
19462,lhery,51170,3.76667,49.2
19463,monthelon,51200,3.93333,48.9833
19464,savigny sur ardres,51170,3.78333,49.2333
19465,ecriennes,51300,4.68333,48.6833
19466,faverolles et coemy,51170,3.8,49.2333
19467,alliancelles,51250,4.88333,48.8
19468,vinay,51200,3.9,49.0167
19469,chavot courcourt,51200,3.91667,49
19470,la neuville au pont,51800,4.86667,49.1167
19471,chatillon sur broue,51290,4.7,48.55
19472,massiges,51800,4.75,49.1833
19473,saint etienne au temple,51460,4.41667,49.0167
19474,flavigny,51190,4.05,48.9833
19475,courcemain,51260,3.91667,48.6167
19476,verzy,51380,4.16667,49.15
19477,vraux,51150,4.23333,49.0167
19478,prunay,51360,4.18333,49.1833
19479,verrieres,51800,4.90806,49.065
19480,verzenay,51360,4.15,49.1667
19481,euvy,51230,4.03333,48.7167
19482,chaintrix bierges,51130,4.1,48.9
19483,somme yevre,51330,4.76667,48.95
19484,villers aux noeuds,51500,3.98333,49.1833
19485,le baizil,51270,3.8,48.9667
19486,peas,51120,3.78333,48.75
19487,la croix en champagne,51600,4.65,49.0667
19488,anthenay,51700,3.73333,49.15
19489,poix,51460,4.63333,48.9667
19490,avize,51190,4.01667,48.9667
19491,les istres et bury,51190,4.08333,48.9833
19492,gueux,51390,3.91667,49.25
19493,contault,51330,4.79278,48.9139
19494,mareuil le port,51700,3.75,49.0833
19495,thaas,51230,3.88333,48.65
19496,talus saint prix,51270,3.75,48.8333
19497,chatillon sur morin,51310,3.58333,48.7
19498,haussignemont,51300,4.75,48.7167
19499,suizy le franc,51270,3.73333,48.95
19500,ville en tardenois,51170,3.8,49.1833
19501,florent en argonne,51800,4.95,49.1333
19502,damery,51480,3.88333,49.0667
19503,le thoult trosnay,51210,3.68333,48.85
19504,le chatelier,51330,4.90334,48.9375
19505,hourges,51140,3.76667,49.2833
19506,courlandon,51170,3.73333,49.3167
19507,saint lumier en champagne,51300,4.63333,48.8
19508,saint remy sur bussy,51600,4.58333,49.05
19509,lachy,51120,3.71667,48.7667
19510,mondement montgivroux,51120,3.78333,48.7833
19511,les grandes loges,51400,4.3,49.05
19512,loivre,51220,3.98333,49.35
19513,esclavolles lurey,51260,3.66667,48.55
19514,rosnay,51390,3.86667,49.25
19515,gionges,51130,3.96667,48.9333
19516,saint euphraise et clairizet,51390,3.88639,49.2125
19517,pleurs,51230,3.86667,48.6833
19518,treslon,51140,3.81667,49.2333
19519,saint thomas en argonne,51800,4.86667,49.1833
19520,chenay,51140,3.93333,49.3
19521,landricourt,51290,4.81667,48.6167
19522,pringy,51300,4.51667,48.7833
19523,vauclerc,51300,4.65,48.7167
19524,bettancourt la longue,51330,4.88333,48.8333
19525,verdon,51210,3.61667,48.95
19526,pierre morains,51130,4.01667,48.8333
19527,coupeville,51240,4.61667,48.9167
19528,velye,51130,4.11667,48.8833
19529,la chapelle sous orbais,51270,3.73333,48.9167
19530,chepy,51240,4.43333,48.9
19531,vatry,51320,4.25,48.8167
19532,beaunay,51270,3.88333,48.8833
19533,montmort lucy,51270,3.80861,48.9248
19534,saint remy sous broyes,51120,3.78333,48.7
19535,cuisles,51700,3.76667,49.1333
19536,jussecourt minecourt,51340,4.78333,48.8
19537,saint amand sur fion,51300,4.6,48.8167
19538,val des marais,51130,3.96417,48.8448
19539,reveillon,51310,3.45,48.75
19540,isse,51150,4.2,49.0667
19541,villers sous chatillon,51700,3.8,49.1
19542,vroil,51330,4.91667,48.85
19543,vavray le petit,51300,4.71667,48.8
19544,romery,51480,3.91667,49.1
19545,margerie hancourt,51290,4.51667,48.55
19546,le gault soigny,51210,3.59111,48.8156
19547,faux vesigneul,51320,4.4,48.7803
19548,bergeres sous montmirail,51210,3.58333,48.8667
19549,soulanges,51300,4.53333,48.7833
19550,fontaine sur ay,51160,4.06667,49.0833
19551,billy le grand,51400,4.23333,49.1
19552,le meix tiercelin,51320,4.41667,48.6333
19553,beaumont sur vesle,51360,4.18333,49.1667
19554,conde sur marne,51150,4.18333,49.05
19555,coulommes la montagne,51390,3.91667,49.2167
19556,trefols,51210,3.5,48.7833
19557,lenharree,51230,4.11667,48.7667
19558,broyes,51120,3.76667,48.7667
19559,gigny bussy,51290,4.57056,48.6064
19560,sompuis,51320,4.38333,48.6833
19561,cernay en dormois,51800,4.76667,49.2167
19562,margny,51210,3.64417,48.9306
19563,rapsecourt,51330,4.8,49.0167
19564,scrupt,51340,4.78333,48.7167
19565,saint quentin le verger,51120,3.75,48.6167
19566,dommartin dampierre,51800,4.82667,49.0731
19567,vindey,51120,3.71667,48.7
19568,epoye,51490,4.23333,49.2833
19569,saint leonard,51500,4.1,49.2167
19570,corroy,51230,3.93333,48.7
19571,mont sur courville,51170,3.68333,49.25
19572,hautvillers,51160,3.95,49.0833
19573,connantray vaurefroy,51230,4.05,48.75
19574,les rivieres henruel,51300,4.56667,48.65
19575,champguyon,51310,3.55,48.7833
19576,berru,51420,4.15,49.2667
19577,breuil,51140,3.76667,49.3106
19578,gratreuil,51800,4.7,49.25
19579,jonchery sur suippe,51600,4.46667,49.15
19580,belval en argonne,51330,5,48.95
19581,bouilly,51390,3.88333,49.2
19582,saudoy,51120,3.71667,48.6833
19583,sainte marie du lac nuisement,51290,4.77639,48.6059
19584,le vieil dampierre,51330,4.88333,48.9833
19585,lavannes,51110,4.16667,49.3167
19586,chouilly,51200,4.01667,49.0167
19587,saint hilaire le petit,51490,4.38333,49.2667
19588,la forestiere,51120,3.58333,48.65
19589,somme tourbe,51600,4.66667,49.1
19590,saint eulien,52100,4.88333,48.6833
19591,bouleuse,51170,3.83333,49.2167
19592,mery premecy,51390,3.86667,49.2167
19593,jouy les reims,51390,3.93333,49.2
19594,suippes,51600,4.53333,49.1333
19595,saint pierre,51510,4.25,48.95
19596,saint bon,51310,3.46667,48.6667
19597,somsois,51290,4.5,48.6
19598,doulevant le chateau,52110,4.91667,48.3833
19599,dammartin sur meuse,52140,5.56667,47.9833
19600,saudron,52230,5.33333,48.5
19601,aizanville,52120,4.9,48.1
19602,les loges,52500,5.5,47.7833
19603,tornay,52500,5.6,47.7
19604,plesnoy,52360,5.5,47.8833
19605,lafauche,52700,5.5,48.3
19606,pierremont sur amance,52500,5.65862,47.7987
19607,gillancourt,52330,5,48.1667
19608,genevrieres,52500,5.6,47.7167
19609,audeloncourt,52240,5.51667,48.1167
19610,lescheres sur le blaiseron,52110,5.03917,48.3373
19611,aujeurres,52190,5.18333,47.7333
19612,guindrecourt sur blaise,52330,4.96667,48.3
19613,breuvannes en bassigny,52240,5.60862,48.0937
19614,noidant chatenoy,52600,5.38333,47.8
19615,montcharvot,52400,5.73333,47.9
19616,heuilley le grand,52600,5.4,47.75
19617,lavilleneuve,52140,5.51667,48.0333
19618,palaiseul,52600,5.41667,47.7667
19619,lariviere arnoncourt,52400,5.71695,48.0228
19620,rivieres le bois,52600,5.43333,47.7333
19621,sailly,52230,5.26667,48.4333
19622,narcy,52170,5.08333,48.5833
19623,robert magny laneuville a remy,52220,4.84667,48.4614
19624,neuvelle les voisey,52400,5.8,47.8667
19625,lamothe en blaisy,52330,4.95,48.2333
19626,champigny sous varennes,52400,5.65,47.8667
19627,manois,52700,5.36667,48.2833
19628,ambonville,52110,5.01667,48.3167
19629,sarcey,52800,5.3,48.05
19630,vals des tilles,52160,5.07056,47.7039
19631,bonnecourt,52360,5.46667,47.95
19632,lezeville,52230,5.38333,48.4333
19633,villars en azois,52120,4.75,48.0667
19634,lecey,52360,5.43333,47.8667
19635,romain sur meuse,52150,5.53333,48.1667
19636,charmes en l angle,52110,5,48.3667
19637,louze,52220,4.71667,48.4333
19638,reynel,52700,5.33333,48.3
19639,aulnoy sur aube,52160,5.03333,47.8333
19640,arbot,52160,5.01667,47.85
19641,coiffy le haut,52400,5.7,47.9
19642,rochetaillee,52210,5.11556,47.8623
19643,cusey,52190,5.35,47.6333
19644,donjeux,52300,5.15,48.3667
19645,sommevoire,52220,4.83333,48.4167
19646,courcelles en montagne,52200,5.21667,47.8333
19647,autigny le grand,52300,5.13333,48.4667
19648,le pailly,52600,5.41667,47.8
19649,leffonds,52210,5.16667,47.9667
19650,charmes,52360,5.35112,47.9203
19651,esnouveaux,52340,5.36667,48.1333
19652,vesaignes sous lafauche,52700,5.43333,48.2833
19653,rouecourt,52320,5.06667,48.3333
19654,valcourt,52100,4.9,48.6167
19655,bourmont,52150,5.58333,48.2
19656,chateauvillain,52120,4.91667,48.0333
19657,darmannes,52700,5.21667,48.1667
19658,ozieres,52700,5.46667,48.1667
19659,clefmont,52240,5.51667,48.1
19660,laneuville au pont,52100,4.86667,48.6333
19661,pont la ville,52120,4.88333,48.0833
19662,longchamp,52240,5.43333,48.1333
19663,saint broingt le bois,52190,5.41667,47.7333
19664,bourbonne les bains,52400,5.75,47.95
19665,tremilly,52110,4.78333,48.3667
19666,chancenay,52100,4.98333,48.6667
19667,montsaugeon,52190,5.31667,47.6667
19668,villegusien le lac,52190,5.32,47.7362
19669,vaux sur saint urbain,52300,5.2,48.3833
19670,vaux sous aubigny,52190,5.28333,47.65
19671,chamouilley,52410,5.05,48.6
